system,entry_time,exit_time,side,entry_price,exit_price,pnl,reason
Layer I,2026-05-15 07:00:00,2026-05-15 07:10:00,SHORT,29540.25,29507.75,650.0,target
Layer I,2026-05-15 12:25:00,2026-05-15 12:55:00,LONG,29719.25,29751.75,650.0,target
Layer I,2026-05-18 02:05:00,2026-05-18 02:15:00,LONG,29409.5,29378.84,-613.21,stop
OTE+BOS,2026-05-18 02:10:00,2026-05-18 02:25:00,SHORT,29388.5,29418.71,-604.29,stop
Layer I,2026-05-18 02:35:00,2026-05-18 02:40:00,LONG,29395.5,29381.75,-275.0,signal_invalidated
Layer I,2026-05-18 03:45:00,2026-05-18 03:50:00,LONG,29509.25,29541.75,650.0,target
Layer I,2026-05-18 04:00:00,2026-05-18 04:10:00,LONG,29516.5,29502.5,-280.0,signal_invalidated
Layer I,2026-05-18 17:15:00,2026-05-18 17:20:00,LONG,29433.0,29465.5,650.0,target
Layer I,2026-05-18 17:30:00,2026-05-18 17:45:00,LONG,29459.5,29437.46,-440.71,stop
Layer I,2026-05-19 02:05:00,2026-05-19 02:10:00,LONG,29375.75,29346.18,-591.43,stop
Layer I,2026-05-19 02:30:00,2026-05-19 02:40:00,LONG,29350.0,29382.5,650.0,target
Layer I,2026-05-19 02:50:00,2026-05-19 03:05:00,LONG,29405.5,29377.5,-560.0,stop
Layer I,2026-05-19 04:50:00,2026-05-19 04:55:00,SHORT,29189.75,29222.14,-647.86,stop
Layer I,2026-05-19 07:10:00,2026-05-19 07:25:00,SHORT,29181.5,29149.0,650.0,target
Layer I,2026-05-19 19:10:00,2026-05-19 19:15:00,SHORT,29132.75,29100.25,650.0,target
Layer I,2026-05-20 01:05:00,2026-05-20 01:15:00,LONG,29265.0,29297.5,650.0,target
Layer I,2026-05-20 01:25:00,2026-05-20 01:45:00,LONG,29312.75,29300.5,-245.0,signal_invalidated
Layer I,2026-05-20 01:55:00,2026-05-20 02:50:00,LONG,29340.25,29338.0,-45.0,signal_invalidated
Layer I,2026-05-20 03:15:00,2026-05-20 03:20:00,LONG,29387.75,29362.89,-497.14,stop
Layer I,2026-05-21 00:05:00,2026-05-21 00:25:00,LONG,29713.75,29696.54,-344.29,stop
Layer I,2026-05-21 02:05:00,2026-05-21 02:10:00,SHORT,29567.5,29535.0,650.0,target
Layer I,2026-05-21 02:20:00,2026-05-21 02:40:00,SHORT,29560.0,29586.0,-520.0,signal_invalidated
Layer I,2026-05-21 15:10:00,2026-05-21 15:45:00,LONG,29759.5,29761.0,30.0,signal_invalidated
Layer I,2026-05-21 15:55:00,2026-05-21 17:00:00,LONG,29757.0,29789.5,650.0,target
Layer I,2026-05-21 17:10:00,2026-05-21 17:15:00,LONG,29814.25,29798.05,-323.93,stop
Layer I,2026-05-22 00:05:00,2026-05-22 00:20:00,LONG,29903.0,29890.66,-246.79,stop
Layer I,2026-05-22 03:20:00,2026-05-22 03:30:00,LONG,29933.25,29906.14,-542.14,stop
Layer I,2026-05-22 04:05:00,2026-05-22 04:25:00,SHORT,29829.25,29796.75,650.0,target
Layer I,2026-05-22 04:35:00,2026-05-22 04:50:00,SHORT,29826.75,29842.5,-315.0,signal_invalidated
Layer I,2026-05-22 05:10:00,2026-05-22 05:20:00,SHORT,29790.5,29793.25,-55.0,signal_invalidated
Layer I,2026-05-22 05:30:00,2026-05-22 05:50:00,SHORT,29746.0,29773.12,-542.5,stop
OTE+BOS,2026-05-22 12:20:00,2026-05-22 12:30:00,LONG,29986.5,29999.0,250.0,be_stop
Layer I,2026-05-24 18:10:00,2026-05-24 18:30:00,LONG,30124.0,30156.5,650.0,target
Layer I,2026-05-24 18:40:00,2026-05-24 18:50:00,LONG,30160.0,30141.25,-375.0,stop
Layer I,2026-05-24 19:10:00,2026-05-24 19:35:00,LONG,30171.75,30204.25,650.0,target
Layer I,2026-05-24 19:45:00,2026-05-24 19:55:00,LONG,30230.0,30210.68,-386.43,stop
Layer I,2026-05-24 20:15:00,2026-05-24 20:55:00,LONG,30221.25,30226.25,100.0,signal_invalidated
OTE+BOS,2026-05-24 21:45:00,2026-05-24 22:00:00,LONG,30237.5,30283.06,911.21,target
Layer I,2026-05-24 22:00:00,2026-05-24 22:20:00,LONG,30274.5,30260.2,-286.07,stop
Layer I,2026-05-25 00:05:00,2026-05-25 00:50:00,LONG,30285.25,30276.5,-175.0,stop
Layer I,2026-05-25 06:05:00,2026-05-25 06:55:00,LONG,30276.0,30273.75,-45.0,signal_invalidated
Layer I,2026-05-25 08:20:00,2026-05-25 08:30:00,SHORT,30240.25,30252.04,-235.71,stop
OTE+BOS,2026-05-26 01:00:00,2026-05-26 01:25:00,LONG,30116.5,30103.8,-253.93,stop
Layer I,2026-05-26 01:10:00,2026-05-26 01:20:00,LONG,30138.75,30125.91,-256.79,stop
OTE+BOS,2026-05-26 02:00:00,2026-05-26 02:35:00,SHORT,30100.0,30068.7,626.07,be_stop
Layer I,2026-05-26 02:20:00,2026-05-26 02:30:00,SHORT,30086.25,30053.75,650.0,target
Layer I,2026-05-26 02:40:00,2026-05-26 03:10:00,SHORT,30084.25,30073.5,215.0,signal_invalidated
Layer I,2026-05-26 04:50:00,2026-05-26 05:15:00,LONG,30147.5,30180.0,650.0,target
Layer I,2026-05-26 05:25:00,2026-05-26 05:40:00,LONG,30199.0,30184.73,-285.36,stop
Layer I,2026-05-26 07:20:00,2026-05-26 07:40:00,LONG,30187.75,30220.25,650.0,target
OTE+BOS,2026-05-26 08:35:00,2026-05-26 08:45:00,LONG,30161.5,30250.11,1772.24,target
Layer I,2026-05-27 01:35:00,2026-05-27 01:40:00,SHORT,30368.75,30374.25,-110.0,signal_invalidated
OTE+BOS,2026-05-27 02:00:00,2026-05-27 02:45:00,LONG,30403.0,30423.12,402.32,be_stop
Layer I,2026-05-27 03:05:00,2026-05-27 03:15:00,LONG,30455.5,30488.0,650.0,target
Layer I,2026-05-27 03:25:00,2026-05-27 04:00:00,LONG,30510.0,30491.27,-374.64,stop
Layer I,2026-05-27 05:00:00,2026-05-27 05:30:00,LONG,30535.5,30519.68,-316.43,stop
Layer I,2026-05-27 06:05:00,2026-05-27 06:35:00,LONG,30561.75,30594.25,650.0,target
Layer I,2026-05-27 06:45:00,2026-05-27 07:00:00,LONG,30574.5,30556.39,-362.14,stop
OTE+BOS,2026-05-27 20:00:00,2026-05-27 21:50:00,SHORT,30359.25,30299.64,1192.14,be_stop
Layer I,2026-05-28 02:40:00,2026-05-28 02:45:00,LONG,30252.5,30231.7,-416.07,stop
Layer I,2026-05-28 03:05:00,2026-05-28 03:25:00,LONG,30264.75,30263.5,-25.0,signal_invalidated
Layer I,2026-05-28 03:55:00,2026-05-28 04:10:00,LONG,30285.75,30271.5,-285.0,signal_invalidated
Layer I,2026-05-29 00:05:00,2026-05-29 00:35:00,LONG,30610.25,30599.07,-223.57,stop
Layer I,2026-05-29 01:50:00,2026-05-29 02:05:00,LONG,30646.75,30632.82,-278.57,stop
Layer I,2026-05-29 03:35:00,2026-05-29 03:45:00,LONG,30624.25,30607.09,-343.21,stop
Layer I,2026-05-31 17:25:00,2026-05-31 17:45:00,LONG,30725.25,30757.75,650.0,target
Layer I,2026-05-31 17:55:00,2026-05-31 18:45:00,LONG,30757.0,30768.25,225.0,signal_invalidated
Layer I,2026-05-31 19:05:00,2026-05-31 19:15:00,LONG,30814.0,30797.16,-336.79,stop
Layer I,2026-05-31 19:35:00,2026-05-31 20:05:00,LONG,30838.5,30829.0,-190.0,signal_invalidated
Layer I,2026-05-31 21:10:00,2026-05-31 21:30:00,LONG,30865.75,30852.2,-271.07,stop
OTE+BOS,2026-05-31 22:15:00,2026-05-31 22:45:00,LONG,30863.25,30852.12,-222.5,stop
OTE+BOS,2026-06-01 02:15:00,2026-06-01 02:40:00,SHORT,30855.75,30796.26,1189.86,target
Layer I,2026-06-01 02:35:00,2026-06-01 03:10:00,SHORT,30808.25,30775.75,650.0,target
Layer I,2026-06-01 03:20:00,2026-06-01 03:50:00,SHORT,30769.75,30788.45,-373.93,stop
Layer I,2026-06-01 05:00:00,2026-06-01 05:10:00,SHORT,30765.75,30780.91,-303.21,stop
Layer I,2026-06-01 07:05:00,2026-06-01 07:25:00,SHORT,30735.75,30755.04,-385.71,stop
OTE+BOS,2026-06-01 07:45:00,2026-06-01 08:05:00,SHORT,30776.75,30748.82,558.57,be_stop
OTE+BOS,2026-06-01 19:00:00,2026-06-01 19:15:00,SHORT,30758.5,30723.67,696.61,be_stop
Layer I,2026-06-02 00:05:00,2026-06-02 00:30:00,LONG,30754.0,30786.5,650.0,target
Layer I,2026-06-02 00:40:00,2026-06-02 00:50:00,LONG,30783.5,30767.29,-324.29,stop
Layer I,2026-06-02 01:10:00,2026-06-02 01:55:00,LONG,30783.5,30816.0,650.0,target
Layer I,2026-06-02 02:05:00,2026-06-02 02:30:00,LONG,30841.0,30825.5,-310.0,stop
Layer I,2026-06-02 03:05:00,2026-06-02 03:10:00,LONG,30861.5,30844.62,-337.5,stop
OTE+BOS,2026-06-02 04:30:00,2026-06-02 04:50:00,LONG,30846.5,30872.35,516.96,be_stop
Layer I,2026-06-02 05:10:00,2026-06-02 05:20:00,LONG,30861.5,30867.25,115.0,signal_invalidated
OTE+BOS,2026-06-02 08:00:00,2026-06-02 08:15:00,SHORT,30828.5,30804.14,487.14,be_stop
Layer I,2026-06-03 02:20:00,2026-06-03 02:30:00,LONG,31013.75,31000.75,-260.0,signal_invalidated
Layer I,2026-06-03 03:05:00,2026-06-03 03:20:00,LONG,31028.75,31009.62,-382.5,stop
Layer I,2026-06-03 04:30:00,2026-06-03 04:55:00,LONG,31058.5,31038.54,-399.29,stop
OTE+BOS,2026-06-03 08:30:00,2026-06-03 08:45:00,SHORT,31015.75,30916.77,1979.58,target
OTE+BOS,2026-06-03 15:20:00,2026-06-03 15:30:00,LONG,30886.0,30852.07,-678.57,stop
Layer I,2026-06-04 01:35:00,2026-06-04 01:50:00,LONG,30802.5,30835.0,650.0,target
Layer I,2026-06-04 02:00:00,2026-06-04 02:15:00,LONG,30841.5,30821.59,-398.21,stop
OTE+BOS,2026-06-04 03:00:00,2026-06-04 03:15:00,SHORT,30773.0,30716.71,1125.71,be_stop
Layer I,2026-06-04 03:20:00,2026-06-04 03:25:00,SHORT,30686.25,30653.75,650.0,target
Layer I,2026-06-04 03:35:00,2026-06-04 03:45:00,SHORT,30691.5,30659.0,650.0,target
Layer I,2026-06-04 03:55:00,2026-06-04 04:00:00,SHORT,30646.0,30613.5,650.0,target
Layer I,2026-06-04 04:40:00,2026-06-04 04:45:00,SHORT,30599.75,30633.18,-668.57,stop
Layer I,2026-06-05 00:05:00,2026-06-05 00:25:00,LONG,30506.75,30504.0,-55.0,signal_invalidated
Layer I,2026-06-05 01:20:00,2026-06-05 02:00:00,SHORT,30438.75,30406.25,650.0,target
Layer I,2026-06-05 02:10:00,2026-06-05 02:20:00,SHORT,30382.5,30407.8,-506.07,stop
Layer I,2026-06-05 05:05:00,2026-06-05 05:20:00,LONG,30508.0,30525.75,355.0,signal_invalidated
Layer I,2026-06-05 05:30:00,2026-06-05 05:35:00,LONG,30536.0,30519.11,-337.86,stop
Layer I,2026-06-05 07:30:00,2026-06-05 07:35:00,SHORT,30363.25,30393.11,-597.14,stop
Layer I,2026-06-07 23:50:00,2026-06-07 23:55:00,SHORT,29425.5,29393.0,650.0,target
Layer I,2026-06-08 00:05:00,2026-06-08 00:10:00,SHORT,29411.75,29379.25,650.0,target
OTE+BOS,2026-06-08 06:05:00,2026-06-08 06:20:00,LONG,29570.25,29693.2,2458.95,target
Layer I,2026-06-08 07:25:00,2026-06-08 07:40:00,LONG,29759.25,29791.75,650.0,target
Layer I,2026-06-08 07:50:00,2026-06-08 08:00:00,LONG,29784.25,29816.75,650.0,target
Layer I,2026-06-08 08:10:00,2026-06-08 08:25:00,LONG,29876.25,29844.91,-626.79,stop
OTE+BOS,2026-06-08 17:00:00,2026-06-08 17:20:00,SHORT,29706.5,29653.73,1055.36,be_stop
Layer I,2026-06-08 17:10:00,2026-06-08 17:15:00,SHORT,29659.75,29627.25,650.0,target
Layer I,2026-06-08 17:25:00,2026-06-08 17:30:00,SHORT,29629.75,29661.32,-631.43,stop
Layer I,2026-06-09 01:05:00,2026-06-09 01:30:00,LONG,29950.5,29925.98,-490.36,stop
OTE+BOS,2026-06-09 01:55:00,2026-06-09 02:10:00,LONG,29923.75,29971.21,949.11,be_stop
Layer I,2026-06-09 03:40:00,2026-06-09 03:50:00,LONG,29980.25,29950.95,-586.07,stop
Layer I,2026-06-09 06:30:00,2026-06-09 06:55:00,LONG,30004.5,29984.04,-409.29,stop
OTE+BOS,2026-06-09 07:50:00,2026-06-09 08:10:00,LONG,29989.75,30027.96,764.29,be_stop
Layer I,2026-06-10 02:50:00,2026-06-10 03:00:00,SHORT,29251.5,29219.0,650.0,target
Layer I,2026-06-10 23:15:00,2026-06-10 23:30:00,LONG,29027.25,29059.75,650.0,target
Layer I,2026-06-10 23:40:00,2026-06-11 00:00:00,LONG,29092.0,29061.46,-610.71,stop
Layer I,2026-06-11 02:00:00,2026-06-11 02:05:00,LONG,29104.75,29073.88,-617.5,stop
Layer I,2026-06-11 02:25:00,2026-06-11 03:00:00,LONG,29151.25,29183.75,650.0,target
Layer I,2026-06-11 03:30:00,2026-06-11 03:50:00,LONG,29216.25,29202.5,-275.0,signal_invalidated
OTE+BOS,2026-06-11 07:15:00,2026-06-11 07:20:00,SHORT,29175.0,29076.02,1979.58,target
Layer I,2026-06-11 17:10:00,2026-06-11 17:20:00,LONG,29824.0,29819.5,-90.0,signal_invalidated
Layer I,2026-06-11 17:40:00,2026-06-11 17:50:00,LONG,29851.75,29884.25,650.0,target
Layer I,2026-06-11 18:00:00,2026-06-11 18:20:00,LONG,29847.5,29815.5,-640.0,stop
OTE+BOS,2026-06-12 00:30:00,2026-06-12 00:40:00,SHORT,29817.75,29805.25,250.0,be_stop
Layer I,2026-06-12 00:40:00,2026-06-12 00:45:00,SHORT,29782.0,29749.5,650.0,target
Layer I,2026-06-12 00:55:00,2026-06-12 01:00:00,SHORT,29702.5,29736.64,-682.86,stop
Layer I,2026-06-12 02:10:00,2026-06-12 02:20:00,SHORT,29573.5,29607.41,-678.21,stop
Layer I,2026-06-12 06:40:00,2026-06-12 07:00:00,LONG,29945.5,29914.48,-620.36,stop
OTE+BOS,2026-06-14 19:00:00,2026-06-14 19:15:00,LONG,30392.75,30441.48,974.64,be_stop
Layer I,2026-06-14 19:05:00,2026-06-14 19:10:00,LONG,30422.75,30455.25,650.0,target
Layer I,2026-06-14 19:20:00,2026-06-14 19:40:00,LONG,30467.25,30434.77,-649.64,stop
OTE+BOS,2026-06-14 20:30:00,2026-06-14 21:30:00,LONG,30470.0,30497.19,543.75,be_stop
Layer I,2026-06-14 20:45:00,2026-06-14 20:55:00,LONG,30480.0,30459.68,-406.43,stop
Layer I,2026-06-14 21:15:00,2026-06-14 22:05:00,LONG,30487.25,30497.25,200.0,signal_invalidated
Layer I,2026-06-14 22:20:00,2026-06-14 22:30:00,LONG,30516.0,30503.12,-257.5,stop
Layer I,2026-06-14 23:55:00,2026-06-15 00:30:00,LONG,30534.0,30520.29,-274.29,stop
Layer I,2026-06-15 03:25:00,2026-06-15 04:05:00,LONG,30600.75,30592.0,-175.0,signal_invalidated
Layer I,2026-06-15 06:00:00,2026-06-15 06:20:00,LONG,30577.5,30610.0,650.0,target
Layer I,2026-06-15 06:30:00,2026-06-15 06:40:00,LONG,30593.25,30575.04,-364.29,stop
Layer I,2026-06-15 08:30:00,2026-06-15 08:35:00,LONG,30659.25,30691.75,650.0,target
Layer I,2026-06-15 10:45:00,2026-06-15 11:20:00,LONG,30874.0,30906.5,650.0,target
Layer I,2026-06-15 17:10:00,2026-06-15 17:25:00,SHORT,30795.0,30762.5,650.0,target
Layer I,2026-06-16 00:25:00,2026-06-16 00:30:00,LONG,30834.0,30820.75,-265.0,stop
Layer I,2026-06-16 01:05:00,2026-06-16 01:20:00,LONG,30825.0,30823.25,-35.0,signal_invalidated
Layer I,2026-06-16 01:30:00,2026-06-16 01:35:00,LONG,30820.0,30821.5,30.0,signal_invalidated
OTE+BOS,2026-06-16 03:00:00,2026-06-16 03:30:00,LONG,30859.75,30892.73,659.64,be_stop
Layer I,2026-06-16 03:05:00,2026-06-16 03:30:00,LONG,30876.0,30888.5,250.0,be_stop
Layer I,2026-06-16 03:50:00,2026-06-16 04:15:00,LONG,30927.5,30903.86,-472.86,stop
Layer I,2026-06-16 05:50:00,2026-06-16 06:00:00,LONG,30924.0,30956.5,650.0,target
OTE+BOS,2026-06-16 14:05:00,2026-06-16 14:20:00,SHORT,30438.25,30416.95,426.07,be_stop
Layer I,2026-06-17 00:15:00,2026-06-17 00:45:00,LONG,30493.75,30526.25,650.0,target
Layer I,2026-06-17 02:00:00,2026-06-17 02:45:00,LONG,30555.25,30552.5,-55.0,signal_invalidated
Layer I,2026-06-17 03:05:00,2026-06-17 03:10:00,LONG,30580.25,30561.71,-370.71,stop
OTE+BOS,2026-06-17 04:45:00,2026-06-17 05:15:00,SHORT,30483.75,30457.4,526.96,be_stop
Layer I,2026-06-17 05:05:00,2026-06-17 05:20:00,SHORT,30446.5,30469.3,-456.07,stop
Layer I,2026-06-18 02:45:00,2026-06-18 03:00:00,LONG,30423.75,30456.25,650.0,target
Layer I,2026-06-18 03:10:00,2026-06-18 03:20:00,LONG,30482.5,30457.14,-507.14,stop
Layer I,2026-06-18 05:00:00,2026-06-18 05:30:00,LONG,30475.0,30452.46,-450.71,stop
Layer I,2026-06-18 07:50:00,2026-06-18 07:55:00,LONG,30500.25,30532.75,650.0,target
Layer I,2026-06-18 08:05:00,2026-06-18 08:15:00,LONG,30491.25,30523.75,650.0,target
Layer I,2026-06-18 08:25:00,2026-06-18 08:30:00,LONG,30593.75,30560.09,-673.21,stop
OTE+BOS,2026-06-18 14:35:00,2026-06-18 14:50:00,LONG,30720.5,30749.97,589.46,be_stop
OTE+BOS,2026-06-18 19:00:00,2026-06-18 19:25:00,SHORT,30674.5,30658.42,321.61,be_stop
Layer I,2026-06-19 00:05:00,2026-06-19 00:35:00,SHORT,30433.5,30401.0,650.0,target
Layer I,2026-06-19 00:45:00,2026-06-19 00:50:00,SHORT,30436.25,30465.66,-588.21,stop
Layer I,2026-06-19 02:35:00,2026-06-19 03:20:00,LONG,30612.5,30645.0,650.0,target
Layer I,2026-06-19 03:30:00,2026-06-19 04:00:00,LONG,30628.5,30641.0,250.0,be_stop
Layer I,2026-06-19 07:45:00,2026-06-19 07:50:00,SHORT,30546.0,30564.68,-373.57,stop
OTE+BOS,2026-06-19 07:50:00,2026-06-19 08:40:00,LONG,30636.5,30649.0,250.0,be_stop
Layer I,2026-06-19 08:50:00,2026-06-19 09:30:00,LONG,30673.5,30663.75,-195.0,signal_invalidated
OTE+BOS,2026-06-19 11:45:00,2026-06-21 17:00:00,SHORT,30685.5,30631.75,1074.97,target
OTE+BOS,2026-06-22 00:00:00,2026-06-22 00:15:00,LONG,30583.75,30642.55,1176.07,be_stop
Layer I,2026-06-22 01:10:00,2026-06-22 01:20:00,LONG,30681.0,30713.5,650.0,target
Layer I,2026-06-22 01:30:00,2026-06-22 02:00:00,LONG,30713.0,30745.5,650.0,target
Layer I,2026-06-22 02:10:00,2026-06-22 02:45:00,LONG,30763.25,30761.5,-35.0,signal_invalidated
Layer I,2026-06-22 07:25:00,2026-06-22 07:45:00,LONG,30823.25,30801.75,-430.0,stop
Layer I,2026-06-22 08:05:00,2026-06-22 08:20:00,LONG,30834.5,30867.0,650.0,target
Layer I,2026-06-22 14:00:00,2026-06-22 14:05:00,SHORT,30585.5,30553.0,650.0,target
Layer I,2026-06-23 00:05:00,2026-06-23 00:25:00,SHORT,30237.75,30205.25,650.0,target
Layer I,2026-06-23 00:35:00,2026-06-23 00:45:00,SHORT,30137.75,30168.39,-612.86,stop
Layer I,2026-06-23 05:25:00,2026-06-23 05:30:00,SHORT,29825.0,29792.5,650.0,target
Layer I,2026-06-23 05:40:00,2026-06-23 05:45:00,SHORT,29781.25,29812.43,-623.57,stop
Layer I,2026-06-23 17:35:00,2026-06-23 17:40:00,SHORT,29672.0,29639.5,650.0,target
OTE+BOS,2026-06-24 03:15:00,2026-06-24 03:50:00,SHORT,29838.0,29825.5,250.0,be_stop
Layer I,2026-06-24 06:20:00,2026-06-24 06:30:00,SHORT,29765.0,29789.88,-497.5,stop
Layer I,2026-06-24 08:00:00,2026-06-24 08:10:00,SHORT,29749.25,29716.75,650.0,target
Layer I,2026-06-24 08:20:00,2026-06-24 08:25:00,SHORT,29735.75,29703.25,650.0,target
Layer I,2026-06-24 18:30:00,2026-06-24 18:45:00,LONG,30092.0,30124.5,650.0,target
Layer I,2026-06-24 18:55:00,2026-06-24 19:00:00,LONG,30096.75,30073.79,-459.29,stop
OTE+BOS,2026-06-24 19:15:00,2026-06-24 19:40:00,SHORT,30073.0,29964.12,2177.67,target
Layer I,2026-06-25 00:05:00,2026-06-25 00:30:00,LONG,30070.5,30103.0,650.0,target
Layer I,2026-06-25 00:40:00,2026-06-25 00:55:00,LONG,30106.25,30085.46,-415.71,stop
Layer I,2026-06-25 01:20:00,2026-06-25 01:25:00,LONG,30131.0,30111.25,-395.0,stop
Layer I,2026-06-25 02:15:00,2026-06-25 03:00:00,LONG,30155.5,30168.0,250.0,be_stop
Layer I,2026-06-25 03:20:00,2026-06-25 03:30:00,LONG,30170.75,30160.0,-215.0,signal_invalidated
Layer I,2026-06-25 05:30:00,2026-06-25 05:40:00,LONG,30164.5,30147.93,-331.43,stop
Layer I,2026-06-28 18:30:00,2026-06-28 18:55:00,LONG,29664.75,29630.7,-681.07,stop
Layer I,2026-06-29 03:00:00,2026-06-29 03:15:00,LONG,29690.25,29722.75,650.0,target
Layer I,2026-06-29 03:25:00,2026-06-29 03:45:00,LONG,29694.75,29688.25,-130.0,signal_invalidated
Layer I,2026-06-29 05:30:00,2026-06-29 06:00:00,LONG,29720.25,29752.75,650.0,target
OTE+BOS,2026-06-29 07:35:00,2026-06-29 08:00:00,SHORT,29682.0,29709.41,-548.21,stop
Layer I,2026-06-29 12:05:00,2026-06-29 12:10:00,LONG,29949.75,29982.25,650.0,target
Layer I,2026-06-29 12:20:00,2026-06-29 12:25:00,LONG,29958.5,29991.0,650.0,target
Layer I,2026-06-29 12:45:00,2026-06-29 13:20:00,LONG,30021.25,30003.5,-355.0,signal_invalidated
OTE+BOS,2026-06-29 13:30:00,2026-06-29 13:50:00,LONG,30023.0,30035.63,252.68,be_stop
Layer I,2026-06-30 00:05:00,2026-06-30 00:15:00,LONG,30192.75,30170.91,-436.79,stop
Layer I,2026-06-30 03:15:00,2026-06-30 03:20:00,SHORT,30091.75,30115.64,-477.86,stop
Layer I,2026-06-30 03:40:00,2026-06-30 04:00:00,SHORT,30046.5,30077.04,-610.71,stop
OTE+BOS,2026-06-30 15:00:00,2026-06-30 15:15:00,LONG,30531.0,30502.36,-572.86,stop
Layer I,2026-07-01 01:00:00,2026-07-01 01:20:00,SHORT,30415.5,30383.0,650.0,target
Layer I,2026-07-01 01:30:00,2026-07-01 01:45:00,SHORT,30394.75,30414.84,-401.79,stop
Layer I,2026-07-01 02:05:00,2026-07-01 02:15:00,SHORT,30353.75,30321.25,650.0,target
Layer I,2026-07-01 02:25:00,2026-07-01 02:45:00,SHORT,30350.0,30375.3,-506.07,stop
Layer I,2026-07-01 06:05:00,2026-07-01 06:20:00,LONG,30422.25,30405.34,-338.21,stop
OTE+BOS,2026-07-01 07:30:00,2026-07-01 07:40:00,SHORT,30300.0,30287.5,250.0,be_stop
Layer I,2026-07-01 12:55:00,2026-07-01 13:05:00,SHORT,30163.75,30184.25,-410.0,signal_invalidated
Layer I,2026-07-02 01:00:00,2026-07-02 01:10:00,SHORT,30018.0,29985.5,650.0,target
Layer I,2026-07-02 01:20:00,2026-07-02 01:30:00,SHORT,29970.75,30003.12,-647.5,stop
Layer I,2026-07-02 05:05:00,2026-07-02 05:15:00,SHORT,29941.5,29949.25,-155.0,signal_invalidated
Layer I,2026-07-02 06:10:00,2026-07-02 06:15:00,LONG,30007.0,29979.95,-541.07,stop
Layer I,2026-07-03 00:05:00,2026-07-03 00:20:00,LONG,29814.75,29798.11,-332.86,stop
Layer I,2026-07-03 01:00:00,2026-07-03 01:45:00,LONG,29858.25,29846.5,-235.0,signal_invalidated
OTE+BOS,2026-07-03 03:50:00,2026-07-03 04:05:00,LONG,29846.0,29827.98,-360.36,stop
Layer I,2026-07-03 04:15:00,2026-07-03 04:45:00,LONG,29879.75,29879.5,-5.0,signal_invalidated
Layer I,2026-07-05 17:30:00,2026-07-05 18:10:00,LONG,29952.25,29984.75,650.0,target
Layer I,2026-07-05 18:20:00,2026-07-05 18:55:00,LONG,29980.75,29983.75,60.0,signal_invalidated
OTE+BOS,2026-07-06 01:30:00,2026-07-06 02:00:00,LONG,29818.0,29836.33,366.61,be_stop
Layer I,2026-07-06 01:35:00,2026-07-06 02:25:00,LONG,29840.75,29820.25,-410.0,signal_invalidated
Layer I,2026-07-06 04:25:00,2026-07-06 04:30:00,LONG,29863.5,29845.29,-364.29,stop
Layer I,2026-07-06 07:15:00,2026-07-06 07:20:00,LONG,29928.0,29905.27,-454.64,stop
OTE+BOS,2026-07-06 17:45:00,2026-07-06 18:00:00,SHORT,29920.5,29908.0,250.0,be_stop
Layer I,2026-07-07 00:05:00,2026-07-07 00:25:00,SHORT,29592.0,29559.5,650.0,target
Layer I,2026-07-07 06:05:00,2026-07-07 06:15:00,SHORT,29612.0,29637.82,-516.43,stop
Layer I,2026-07-07 06:35:00,2026-07-07 06:45:00,SHORT,29605.0,29629.57,-491.43,stop
OTE+BOS,2026-07-07 07:15:00,2026-07-07 07:40:00,SHORT,29676.75,29705.38,-572.5,stop
Layer I,2026-07-07 08:20:00,2026-07-07 08:30:00,SHORT,29608.25,29639.68,-628.57,stop
Layer I,2026-07-08 00:30:00,2026-07-08 00:45:00,SHORT,29369.0,29336.5,650.0,target
Layer I,2026-07-08 01:05:00,2026-07-08 01:20:00,SHORT,29354.25,29321.75,650.0,target
Layer I,2026-07-08 01:35:00,2026-07-08 01:50:00,SHORT,29304.0,29333.55,-591.07,stop
Layer I,2026-07-08 02:10:00,2026-07-08 02:15:00,SHORT,29302.5,29305.5,-60.0,signal_invalidated
Layer I,2026-07-08 14:40:00,2026-07-08 14:45:00,LONG,29418.25,29383.25,-700.0,stop
Layer I,2026-07-09 01:10:00,2026-07-09 01:20:00,LONG,29606.25,29638.75,650.0,target
Layer I,2026-07-09 01:30:00,2026-07-09 01:55:00,LONG,29606.0,29612.0,120.0,signal_invalidated
Layer I,2026-07-09 02:15:00,2026-07-09 02:45:00,LONG,29656.0,29688.5,650.0,target
Layer I,2026-07-09 02:55:00,2026-07-09 03:00:00,LONG,29686.25,29718.75,650.0,target
Layer I,2026-07-09 03:10:00,2026-07-09 03:30:00,LONG,29705.5,29678.59,-538.21,stop
Layer I,2026-07-09 06:05:00,2026-07-09 06:10:00,SHORT,29587.5,29614.59,-541.79,stop
OTE+BOS,2026-07-09 08:30:00,2026-07-09 08:45:00,LONG,29778.75,29842.58,1276.61,be_stop
OTE+BOS,2026-07-09 12:00:00,2026-07-09 12:30:00,LONG,29918.25,29976.12,1157.32,be_stop
OTE+BOS,2026-07-09 19:00:00,2026-07-09 19:25:00,SHORT,29907.25,29833.56,1473.79,target
Layer I,2026-07-10 01:05:00,2026-07-10 01:20:00,SHORT,29833.75,29801.25,650.0,target
Layer I,2026-07-10 01:30:00,2026-07-10 01:55:00,SHORT,29811.5,29819.5,-160.0,signal_invalidated
